Date,Close,prediction,prediction_scaled,signal,order,order_cash,holdings,Cash,portfolio_value,signal_2,order_2,holdings_2,Cash_2,portfolio_value_2
2023-12-26 05:00:00,756.6062622070312,0,0,1,0,10,10,93293.93371582031,100859.99633789062,1,0,10,93299.6875,100865.75012207031
2023-12-27 05:00:00,757.945556640625,0,0,1,0,10,10,93293.93371582031,100873.38928222656,1,0,10,93299.6875,100879.14306640625
2023-12-28 05:00:00,751.8147583007812,0,0,1,0,10,10,93293.93371582031,100812.08129882812,1,0,10,93299.6875,100817.83508300781
2023-12-29 05:00:00,750.8921508789062,0,0,1,0,10,10,93293.93371582031,100802.85522460938,1,0,10,93299.6875,100808.60900878906
2024-01-02 05:00:00,711.210693359375,2,1,1,0,10,10,93293.93371582031,100406.04064941406,1,0,10,93299.6875,100411.79443359375
2024-01-03 05:00:00,697.7685546875,2,1,1,0,10,10,93293.93371582031,100271.61926269531,1,0,10,93299.6875,100277.373046875
2024-01-04 05:00:00,694.713134765625,2,1,1,0,10,10,93293.93371582031,100241.06506347656,1,0,10,93299.6875,100246.81884765625
2024-01-05 05:00:00,697.7388916015625,2,1,1,0,10,10,93293.93371582031,100271.32263183594,1,0,10,93299.6875,100277.07641601562
2024-01-08 05:00:00,715.0995483398438,1,-1,0,-1,10,0,100444.92919921875,100444.92919921875,1,0,10,93299.6875,100450.68298339844
2024-01-09 05:00:00,710.2484130859375,1,-1,0,0,10,0,100444.92919921875,100444.92919921875,1,0,10,93299.6875,100402.17163085938
2024-01-10 05:00:00,712.0737915039062,2,1,1,1,10,10,93324.19128417969,100444.92919921875,1,0,10,93299.6875,100420.42541503906
2024-01-11 05:00:00,712.807861328125,2,1,1,0,10,10,93324.19128417969,100452.26989746094,1,0,10,93299.6875,100427.76611328125
2024-01-12 05:00:00,707.5401000976562,1,-1,0,-1,10,0,100399.59228515625,100399.59228515625,1,0,10,93299.6875,100375.08850097656
2024-01-16 05:00:00,700.8736572265625,1,-1,0,0,10,0,100399.59228515625,100399.59228515625,1,0,10,93299.6875,100308.42407226562
2024-01-17 05:00:00,706.5977172851562,1,-1,0,0,10,0,100399.59228515625,100399.59228515625,1,0,10,93299.6875,100365.66467285156
2024-01-18 05:00:00,738.6008911132812,2,1,1,1,10,10,93013.58337402344,100399.59228515625,1,0,10,93299.6875,100685.69641113281
2024-01-19 05:00:00,751.794921875,0,0,1,0,10,10,93013.58337402344,100531.53259277344,1,0,10,93299.6875,100817.63671875
2024-01-22 05:00:00,760.5744018554688,0,0,1,0,10,10,93013.58337402344,100619.32739257812,1,0,10,93299.6875,100905.43151855469
2024-01-23 05:00:00,772.191162109375,0,0,1,0,10,10,93013.58337402344,100735.49499511719,1,0,10,93299.6875,101021.59912109375
