Date,Close,prediction,prediction_scaled,signal,order,order_cash,holdings,Cash,portfolio_value,signal_2,order_2,holdings_2,Cash_2,portfolio_value_2
2023-12-08 05:00:00,690.8838500976562,0,0,1,0,10,10,93293.93371582031,100202.77221679688,1,0,10,93299.6875,100208.52600097656
2023-12-11 05:00:00,704.5839233398438,0,0,1,0,10,10,93293.93371582031,100339.77294921875,1,0,10,93299.6875,100345.52673339844
2023-12-12 05:00:00,714.8216552734375,0,0,1,0,10,10,93293.93371582031,100442.15026855469,1,0,10,93299.6875,100447.90405273438
2023-12-13 05:00:00,729.4344482421875,0,0,1,0,10,10,93293.93371582031,100588.27819824219,1,0,10,93299.6875,100594.03198242188
2023-12-14 05:00:00,747.7078247070312,0,0,1,0,10,10,93293.93371582031,100771.01196289062,1,0,10,93299.6875,100776.76574707031
2023-12-15 05:00:00,746.9636840820312,0,0,1,0,10,10,93293.93371582031,100763.57055664062,1,0,10,93299.6875,100769.32434082031
2023-12-18 05:00:00,736.1504516601562,0,0,1,0,10,10,93293.93371582031,100655.43823242188,1,0,10,93299.6875,100661.19201660156
2023-12-19 05:00:00,738.7892456054688,0,0,1,0,10,10,93293.93371582031,100681.826171875,1,0,10,93299.6875,100687.57995605469
2023-12-20 05:00:00,723.7996215820312,0,0,1,0,10,10,93293.93371582031,100531.92993164062,1,0,10,93299.6875,100537.68371582031
2023-12-21 05:00:00,749.25537109375,0,0,1,0,10,10,93293.93371582031,100786.48742675781,1,0,10,93299.6875,100792.2412109375
2023-12-22 05:00:00,746.537109375,0,0,1,0,10,10,93293.93371582031,100759.30480957031,1,0,10,93299.6875,100765.05859375
